Coin Name,Market Cap,Price,Volume(24h),Circulating Supply,Change(24h)
BlockCAT,"$58,852.36",$0.007996,$?,"7,360,121 CAT *",0.00%
MODEL-X-coin,"$58,767.34",$0.004877,$?,"12,050,832 MODX *",0.00%
RoBET,"$58,629.74",$0.073407,$?,"798,697 ROBET *",-0.80%
Social Activity Token,"$58,615.65",$0.000462,$54,"126,967,463 SAT *",24.77%
GoldenPyrex,"$58,169.01",$0.005817,$822,"9,999,999 GPYX *",22.41%
TagCoin,"$57,929.03",$0.009004,$?,"6,433,866 TAG",0.00%
bitBTC,"$57,477.27","$1,690.50",$?,34 BITBTC *,0.00%
Parkgene,"$56,992.13",$0.000193,$?,"294,760,863 GENE *",-0.92%
Ethersocial,"$56,835.90",$0.001267,$?,"44,864,768 ESN",0.00%
Neutral Dollar ,"$56,400.11",$0.704487,$?,"80,058 NUSD *",0.00%
Paymon,"$56,238.53",$0.000092,$?,"611,226,584 PMNT *",0.00%
Bitsum,"$56,033.06",$0.000034,$0.674484,"1,668,487,942 BSM *",-13.45%
Knekted,"$55,966.77",$0.000056,$32,"1,000,000,000 KNT *",-2.62%
Rimbit,"$54,982.48",$0.000278,$?,"197,581,050 RBT *",0.00%
PutinCoin,"$54,879.73",$0.000046,$473,"1,188,750,832 PUT",-6.41%
Bitcoin Red,"$54,197.58",$0.002581,$6,"21,000,000 BTCRED *",3.35%
PYRO Network,"$53,979.49",$0.000068,$56,"798,935,477 PYRO *",-11.39%
MesChain,"$53,877.62",$0.000070,"$3,974","774,677,652 MES *",-19.82%
InvestFeed,"$53,828.91",$0.000281,$?,"191,381,257 IFT *",0.00%
Bitcoin Fast,"$53,523.99",$0.004317,$215,"12,398,998 BTCF *",-3.16%
CrowdWiz,"$53,326.40",$0.012400,$?,"4,300,516 WIZ *",0.00%
Innovative Bioresearch Coin,"$53,072.25",$0.138959,"$10,250","381,929 INNBC *",-12.58%
Fiii,"$52,579.02",$0.000109,$573,"482,404,699 FIII",7.63%
Iridium,"$52,369.24",$0.002585,$22,"20,256,627 IRD",-1.64%
ALL BEST ICO,"$52,351.23",$0.000285,$506,"183,998,242 ALLBI *",-54.28%
LALA World,"$52,022.25",$0.000209,$?,"249,332,879 LALA *",0.00%
Kurrent,"$51,778.22",$0.000844,$?,"61,364,813 KURT",0.00%
Netko,"$51,582.62",$0.004909,$?,"10,506,790 NETKO",0.15%
KanadeCoin,"$51,520.10",$0.000009,$?,"5,471,056,500 KNDC *",0.00%
Voise,"$51,219.40",$0.000093,$?,"549,336,806 VOISE *",0.00%
CYCLEAN,"$51,188.86",$0.000075,$?,"678,451,267 CCL *",0.00%
Datarius Credit,"$50,947.97",$0.000365,$?,"139,756,071 DTRC *",0.00%
Taklimakan Network,"$50,903.07",$0.001108,"$17,276","45,942,180 TAN *",-0.19%
INMAX,"$50,823.79",$0.032409,"$3,061","1,568,188 INX *",0.84%
Bitether,"$50,751.95",$0.000895,$?,"56,735,293 BTR *",0.00%
Evil Coin,"$50,597.00",$0.002407,$?,"21,020,383 EVIL",0.10%
Aricoin,"$50,155.64",$0.000369,$0.874301,"135,802,777 ARI",33.09%
Ultragate,"$49,576.97",$0.005448,"$89,007","9,100,743 ULG *",1.58%
MetaMorph,"$49,403.59",$0.000281,"$28,014","176,082,468 METM *",-23.86%
Global Currency Reserve,"$49,142.06",$0.000459,$?,"107,004,897 GCR *",-0.69%
2GIVE,"$49,034.54",$0.000094,$?,"524,217,744 2GIVE",0.00%
CDX Network,"$48,814.19",$0.001500,$?,"32,546,000 CDX *",0.00%
Bitcoiin,"$48,715.99",$0.000923,$0.132034,"52,761,896 B2G",232.71%
GlobalToken,"$48,470.44",$0.000462,$326,"104,991,900 GLT",0.23%
Guaranteed Ethurance Token Extra,"$48,434.12",$0.000161,$?,"300,000,000 GETX *",0.00%
Thore Cash,"$47,005.15",$0.000854,"$47,602","55,056,178 TCH *",-1.45%
ZINC,"$46,986.40",$0.008613,$?,"5,455,578 ZINC *",0.00%
Arepacoin,"$46,774.99",$0.002751,$176,"17,000,613 AREPA",30.06%
BTC Lite,"$46,618.31",$0.002493,$7,"18,700,000 BTCL *",10.51%
Stellar Classic,"$46,610.10",$0.000062,"$196,972","746,299,060 XLMX *",0.07%
PRASM,"$46,397.65",$0.000021,$?,"2,249,193,827 PSM *",0.00%
Impleum,"$46,220.21",$0.006186,$1,"7,471,469 IMPL",-4.46%
Italian Lira,"$46,165.88",$0.000002,$0.084951,"24,999,999,998 ITL *",-0.18%
BlockMesh,"$46,008.73",$0.000169,"$2,904","273,039,971 BMH *",9.61%
OPCoinX,"$45,364.64",$0.000277,$0.134226,"163,774,057 OPCX",-0.18%
BLOC.MONEY,"$45,267.69",$0.002955,$754,"15,321,005 BLOC *",50.12%
Asian Dragon,"$45,261.86",$0.000856,$389,"52,865,797 AD *",11.74%
MultiCoinCasino,"$45,168.28",$0.009395,"$84,638","4,807,840 MCC *",-1.25%
Commercium,"$45,131.32",$0.001019,$110,"44,297,172 CMM",-15.27%
Xuez,"$44,935.44",$0.012003,"$28,233","3,743,643 XUEZ",8.43%
NetKoin,"$44,744.72",$0.000010,$335,"4,453,537,916 NTK *",109.81%
Cheesecoin,"$44,306.33",$0.000111,$0.523960,"399,883,418 CHEESE",-0.18%
ImageCash,"$44,269.44",$0.009418,"$9,238","4,700,594 IMGC *",0.82%
SuperCoin,"$43,768.24",$0.000831,$0.022414,"52,670,252 SUPER",12.07%
ETHplode,"$43,619.88",$0.000999,$74,"43,654,568 ETHPLO *",169.46%
PluraCoin,"$43,193.09",$0.000092,$198,"467,803,193 PLURA",-0.17%
Fire Lotto,"$43,156.02",$0.001570,$14,"27,481,717 FLOT *",-42.06%
Regalcoin,"$42,924.17",$0.003354,$?,"12,799,009 REC",0.00%
Narrative,"$42,899.71",$0.000520,$?,"82,428,004 NRVE *",1.91%
BitStation,"$42,868.14",$0.000009,$?,"4,704,185,603 BSTN *",0.00%
Doge Token,"$42,831.78",$0.000005,$?,"8,917,018,107 DOGET *",-3.55%
Bela,"$42,689.71",$0.000906,$?,"47,141,583 BELA *",0.00%
Anoncoin,"$42,671.99",$0.020221,$16,"2,110,317 ANC",5.32%
SkinCoin,"$42,350.57",$0.000480,"$3,390","88,183,483 SKIN *",-0.18%
TOKYO,"$42,268.07",$0.000155,$0.200898,"272,697,251 TOKC *",0.00%
No BS Crypto,"$41,922.41",$0.000034,"$14,044","1,248,453,800 NOBS *",-5.51%
Thar Token,"$41,730.05",$0.053232,$?,"783,927 THAR *",0.00%
PDATA,"$40,861.71",$0.000092,$11,"442,553,121 PDATA *",-50.09%
Kind Ads Token,"$40,753.80",$0.000965,$164,"42,223,693 KIND *",-2.76%
Blockburn,"$40,598.17",$0.000052,"$33,485","780,296,682 BURN *",-3.43%
XMCT,"$40,252.68",$0.000382,$?,"105,319,790 XMCT *",0.00%
BitCoen,"$40,152.09",$0.005736,$227,"7,000,000 BEN *",-1.40%
ANON,"$39,965.50",$0.005263,$214,"7,593,802 ANON *",-41.94%
DraftCoin,"$39,433.02",$0.004524,$42,"8,715,912 DFT *",-5.39%
BitRent,"$39,199.75",$0.000047,$?,"841,738,500 RNTB *",0.00%
Linfinity,"$38,748.29",$0.000043,"$5,773","905,666,529 LFC *",1.81%
CommunityGeneration,"$38,741.32",$0.000092,$0.459632,"419,588,244 CGEN",-0.22%
PUBLYTO Token,"$38,448.20",$0.000026,$?,"1,497,764,594 PUB *",0.00%
Cryptojacks,"$38,405.53",$0.000094,$?,"406,568,581 CJ",0.00%
BLAST,"$38,254.79",$0.000864,$13,"44,251,193 BLAST",-5.40%
Aigang,"$38,207.77",$0.001305,$48,"29,274,567 AIX *",6.96%
FUZE Token,"$37,774.57",$45.96,"$5,771",822 FUZE *,-5.54%
Freyrchain,"$37,696.21",$0.000075,$?,"500,000,000 FREC *",0.00%
Abitshadow Token,"$37,670.81",$0.000182,"$1,148","206,623,808 ABST *",74.40%
Arqma,"$37,455.59",$0.006739,"$13,277","5,558,379 ARQ *",-1.72%
DOWCOIN,"$37,370.80",$0.003155,$?,"11,845,266 DOW *",-0.80%
Seal Network,"$37,175.52",$0.000072,$73,"515,110,690 SEAL *",-89.64%
Mobile Crypto Pay Coin,"$37,010.17",$0.004269,$219,"8,669,495 MCPC *",-5.47%
Thingschain,"$36,779.85",$0.000003,"$3,648","11,445,000,000 TIC *",-7.02%
VoteCoin,"$36,743.19",$0.000369,$2,"99,486,875 VOT",-0.17%
Biotron,"$36,544.42",$0.000554,$68,"65,965,771 BTRN *",99.66%
Advanced Technology Coin,"$36,238.41",$0.001266,$?,"28,613,470 ARC",0.00%
Agora,"$36,019.07",$0.000959,$2,"37,567,245 VOTE *",75.94%
Asura Coin,"$35,559.22",$0.000161,$26,"220,932,400 ASA *",115.48%
SelfSell,"$35,541.65",$0.000091,"$4,477","390,000,000 SSC *",-11.24%
HOLD,"$35,496.68",$0.000050,$4,"704,821,305 HOLD *",-0.47%
Moin,"$35,270.42",$0.003786,$37,"9,316,991 MOIN *",2.61%
PureVidz,"$35,239.77",$0.000281,$?,"125,279,775 VIDZ *",0.00%
iTicoin,"$35,233.80",$1.10,$268,"32,000 ITI *",-0.51%
APR Coin,"$35,020.89",$0.002678,$114,"13,079,105 APR",-7.11%
Connect Coin,"$35,012.68",$0.000898,$62,"38,996,796 XCON *",5.60%
Guider,"$35,005.31",$0.000140,$20,"249,181,440 GDR *",-0.33%
UChain,"$34,609.69",$0.000113,"$7,184","305,346,957 UCN *",12.98%
Cream,"$34,558.50",$0.000766,$0.005439,"45,108,749 CRM",31.48%
FantasyGold,"$34,489.56",$0.002124,$39,"16,241,597 FGC",-11.54%
onLEXpa,"$34,346.28",$0.000185,$31,"185,993,854 onLEXpa *",-0.02%
Streamit Coin,"$34,207.28",$0.002593,$364,"13,190,701 STREAM *",-12.11%
XGOX,"$33,961.68",$0.000014,$32,"2,379,530,425 XGOX",-0.74%
TRAXIA,"$33,839.96",$0.000103,$25,"328,320,714 TM2 *",1.63%
SteepCoin,"$33,517.40",$0.000185,$0.927868,"181,505,253 STEEP",-0.18%
AirWire,"$33,255.54",$0.000277,$76,"120,058,126 WIRE",49.73%
Ethouse,"$33,222.57",$0.000470,$?,"70,632,222 HORSE *",0.00%
Adzcoin,"$32,916.52",$0.000661,$?,"49,827,043 ADZ",0.00%
Worldcore,"$32,889.18",$0.000185,$0.277272,"178,103,291 WRC *",-0.17%
Italo,"$32,554.58",$0.007343,$25,"4,433,616 XTA",3.79%
UNICORN Token,"$32,282.67",$0.000302,$?,"106,912,509 UNI *",0.00%
PRiVCY,"$32,010.29",$0.001939,$1,"16,508,939 PRIV *",-0.18%
Bitcoin Zero,"$31,690.01",$0.001102,"$4,888","28,763,387 BZX",-0.58%
SnodeCoin,"$31,654.46",$0.000735,$?,"43,049,969 SND *",-0.64%
ConnectJob,"$31,345.37",$0.000278,$?,"112,839,768 CJT *",0.12%
HYPNOXYS,"$31,287.80",$0.000002,$?,"19,928,534,801 HYPX *",0.00%
Jade Currency,"$31,134.27",$0.000554,$42,"56,200,000 JADE *",19.77%
Internet of People,"$31,073.03",$0.002308,$8,"13,461,469 IOP",-87.52%
Cryptrust,"$30,618.01",$0.000004,$71,"7,092,756,485 CTRT *",-54.17%
Galilel,"$30,495.72",$0.001570,$21,"19,428,483 GALI *",17.37%
More Coin,"$30,284.82",$0.015142,$835,"2,000,000 MORE *",6.31%
ChessCoin,"$30,101.50",$0.000557,$?,"54,032,769 CHESS *",0.00%
InternationalCryptoX,"$30,100.92",$0.000070,"$8,205","428,755,167 INCX *",-0.46%
GuccioneCoin,"$30,066.07",$0.001482,$?,"20,285,537 GCC *",0.16%
Exosis,"$30,065.08",$0.073159,"$3,431","410,956 EXO",-1.47%
SophiaTX,"$29,940.28",$0.000090,$?,"330,877,003 SPHTX *",0.00%
Eternity,"$29,729.99",$0.003589,$?,"8,283,199 ENT",0.00%
TransferCoin,"$29,159.17",$0.003515,$?,"8,296,433 TX *",-34.07%
Authorship,"$28,826.75",$0.000288,$518,"99,971,428 ATS *",17.31%
BitStash,"$28,793.04",$0.000010,$?,"2,831,596,769 STASH *",0.00%
BitRewards,"$28,767.58",$0.000084,$29,"342,725,114 BIT *",-0.47%
TajCoin,"$28,750.97",$0.001662,$4,"17,299,314 TAJ",6.89%
Rubies,"$28,729.02",$0.002758,$?,"10,415,252 RBIES *",0.00%
Joint Ventures,"$27,745.04",$0.001247,"$1,257","22,248,085 JOINT *",-21.83%
WABnetwork,"$27,684.41",$0.000003,$578,"9,994,541,755 WAB *",-7.07%
CYBR Token,"$27,653.96",$0.000739,$?,"37,410,463 CYBR *",0.00%
MojoCoin,"$27,283.88",$0.002222,$?,"12,276,850 MOJO *",0.12%
bitGold,"$27,123.38",$143.14,$?,189 BITGOLD *,0.00%
HyperQuant,"$27,079.07",$0.000288,$308,"94,094,250 HQT *",2.60%
Coinchase Token,"$26,555.32",$0.000017,$635,"1,594,527,406 CCH *",-0.33%
IGToken,"$26,523.74",$0.000007,"$2,935","3,867,046,088 IG *",-1.76%
RPICoin,"$26,088.66",$0.000028,$10,"941,844,799 RPI",49.73%
Payfair,"$26,044.50",$0.000662,"$1,233","39,347,537 PFR *",-0.81%
BitcoiNote,"$25,944.06",$0.002216,$2,"11,707,808 BTCN",12.88%
EZOOW,"$25,884.99",$0.000002,$?,"11,551,907,115 EZW *",0.00%
ZeusNetwork,"$25,852.89",$3.69e-7,$2,"70,000,000,000 ZEUS *",-19.25%
Arion,"$25,703.46",$0.002031,$55,"12,653,707 ARION *",15.58%
IFX24,"$24,951.32",$0.008317,"$55,461","3,000,000 IFX24 *",23.10%
TrueVett,"$24,602.21",$0.000138,$?,"178,048,389 VME *",0.00%
SmartCoin,"$24,524.30",$0.000844,$?,"29,064,325 SMC",0.00%
CFun,"$24,430.95",$0.000057,$?,"429,429,737 CFUN *",0.00%
EDRCoin,"$24,358.06",$0.008310,$2,"2,931,224 EDRC *",-2.34%
EthereumX,"$24,161.07",$0.000277,$19,"87,225,579 ETX *",49.72%
Level Up Coin,"$24,058.34",$0.000024,$?,"996,923,370 LUC *",-45.05%
BitWhite,"$24,007.66",$0.000661,"$23,297","36,325,371 BTW",-26.41%
SF Capital,"$24,006.14",$0.000240,"$1,127","99,999,500 SFCP *",-6.89%
ClearPoll,"$23,913.90",$0.003416,$3,"6,999,991 POLL *",-9.91%
Iungo,"$23,377.57",$0.000584,$?,"40,000,000 ING *",0.00%
MESG,"$23,354.71",$0.000321,$?,"72,650,635 MESG *",0.00%
xEURO,"$22,552.30",$1.10,"$33,871","20,419 XEUR *",-5.52%
JSECOIN,"$22,514.35",$0.000051,$?,"443,479,880 JSE *",0.00%
GoHelpFund,"$22,431.39",$0.001847,"$23,717","12,147,167 HELP *",-0.18%
Acoin,"$22,305.21",$0.018282,$0.935413,"1,220,085 ACOIN",-0.17%
YoloCash,"$22,214.27",$0.000753,"$5,190","29,499,388 YLC *",34.27%
Blocklancer,"$22,185.55",$0.000185,$0.166382,"120,140,384 LNC *",-0.17%
STRAKS,"$22,029.35",$0.000923,$20,"23,858,907 STAK",-9.25%
Digiwage,"$21,726.73",$0.000462,$24,"47,062,308 WAGE",-0.18%
EagleX,"$21,705.77",$0.000646,$106,"33,583,500 EGX *",16.45%
BitNautic Token,"$21,138.78",$0.001108,"$126,367","19,078,647 BTNT *",-7.86%
Origami,"$20,635.88",$0.004883,$?,"4,225,879 ORI *",0.00%
RefToken,"$20,519.26",$0.020417,$?,"1,005,000 REF *",0.00%
Ether Kingdoms Token,"$20,420.09",$0.002674,"$12,443","7,636,674 IMP *",-1.57%
Bitcoin Classic,"$20,330.30",$0.033876,"$77,354","600,147 BXC *",4.32%
Soverain,"$19,630.12",$0.002380,$203,"8,248,099 SOVE *",31.67%
SCRIV NETWORK,"$19,615.85",$0.000793,$123,"24,744,362 SCRIV",6.79%
Intelligent Trading Foundation,"$19,561.72",$0.001993,$?,"9,814,899 ITT *",0.00%
INDINODE,"$19,420.23",$0.000018,$0.092147,"1,051,655,113 XIND",-0.18%
ShowHand,"$19,302.37",$3.12e-7,$504,"61,912,434,418 HAND *",17.63%
Neural Protocol,"$19,293.00",$0.000002,$10,"9,497,994,014 NRP *",-23.84%
InterCrone,"$19,123.12",$0.001293,$0.091686,"14,793,793 ICR",72.52%
Zealium,"$19,084.31",$0.001385,$0.234290,"13,779,520 NZL",-0.18%
Octoin Coin,"$19,016.27",$0.034255,$13,"555,137 OCC *",-47.90%
ShareX,"$19,004.91",$0.000029,$?,"645,515,075 SEXC *",0.00%
GoldBlocks,"$18,961.75",$0.001218,$?,"15,563,873 GB",0.00%
Theresa May Coin,"$18,830.04",$0.000188,$?,"100,018,000 MAY",0.00%
ROIyal Coin,"$18,724.56",$0.013757,$14,"1,361,051 ROCO",-0.85%
Blocktix,"$18,466.35",$0.000462,$7,"40,000,000 TIX *",-16.81%
Kabberry Coin,"$18,328.69",$0.000923,$0.642103,"19,850,906 KKC",-0.18%
Ellaism,"$17,879.19",$0.000923,$2,"19,364,074 ELLA",10.92%
GeyserCoin,"$17,688.03",$0.014311,$15,"1,235,938 GSR",1.80%
Universal Currency,"$17,673.40",$0.001108,$?,"15,949,110 UNIT",0.00%
4NEW,"$17,598.95",$0.000288,"$3,139","61,152,763 KWATT *",0.46%
EtherInc,"$17,349.01",$0.000054,$0.101039,"318,472,252 ETI",7.05%
Elementrem,"$17,218.37",$0.000657,$?,"26,205,539 ELE",0.00%
EOS TRUST,"$17,139.68",$0.000002,$?,"7,518,810,122 EOST *",0.00%
Netrum,"$17,084.02",$0.007984,$33,"2,139,819 NTR *",124.38%
Castle,"$17,032.73",$0.000923,$1,"18,447,316 CSTL",10.91%
YENTEN,"$16,931.79",$0.000695,$42,"24,350,077 YTN",-5.71%
Atheios,"$16,877.53",$0.000554,$0.134989,"30,465,372 ATH",-15.81%
GenesisX,"$16,583.02",$0.001570,$47,"10,564,854 XGS",-5.70%
PayCoin,"$16,530.40",$0.001378,$?,"11,995,342 XPY",-0.68%
Zurcoin,"$16,426.53",$0.000187,$?,"87,653,034 ZUR",0.00%
ELTCOIN,"$16,403.84",$0.000182,"$1,574","90,000,000 ELTCOIN *",-26.40%
GoPower,"$15,973.64",$0.000197,$6,"81,227,046 GPT *",-13.17%
EUNOMIA,"$15,752.12",$9.59e-7,"$2,806","16,420,688,682 ENTS *",-11.52%
SONDER,"$15,618.99",$0.000092,$?,"168,879,121 SNR *",0.00%
Galactrum,"$15,615.02",$0.003047,$53,"5,124,807 ORE",17.89%
CyberMusic,"$15,355.70",$0.000001,$1,"15,100,000,000 CYMT *",-15.45%
DeltaChain,"$15,288.66",$0.000002,$0.102071,"7,500,000,000 DELTA *",-11.87%
Decentralized Asset Trading Platform,"$15,281.18",$0.000001,$4,"11,820,620,222 DATP *",-6.01%
Coin2.1,"$14,924.12",$0.000191,$?,"78,245,975 C2 *",0.00%
BriaCoin,"$14,868.62",$0.020000,$?,"743,431 BRIA *",0.00%
MarteXcoin,"$14,829.43",$0.003601,$8,"4,118,213 MXT",-7.30%
bitSilver,"$14,824.75",$1.19,$?,"12,486 BITSILVER *",0.00%
Gexan,"$14,599.99",$0.005589,"$1,008","2,612,051 GEX",1.75%
nDEX,"$14,389.33",$9.59e-7,$106,"15,000,000,000 NDX *",-2.90%
FuzzBalls,"$14,311.30",$0.002963,$?,"4,829,945 FUZZ",0.11%
SHPING,"$14,091.00",$0.000010,$494,"1,468,900,895 SHPING *",-33.65%
WITChain,"$14,063.85",$0.000007,$?,"1,980,000,000 WIT *",0.00%
Waletoken,"$13,853.15",$6.95e-7,$365,"19,918,713,667 WTN *",25.04%
Gold Poker,"$13,642.90",$0.002593,$?,"5,260,826 GPKR *",0.13%
MedicCoin,"$13,588.43",$0.000046,$34,"298,349,398 MEDIC",-0.55%
Spectrum,"$13,209.27",$0.000011,"$2,905","1,199,987,500 SPT *",-1.25%
Natmin Pure Escrow,"$13,175.89",$0.000082,$4,"161,588,985 NAT *",-8.54%
Havy,"$13,155.95",$0.000002,$0.692714,"7,836,728,053 HAVY *",-25.18%
BERNcash,"$13,154.38",$0.000185,$2,"71,234,301 BERN",-0.17%
Citadel,"$13,138.43",$0.001198,$?,"10,969,269 CTL",-0.17%
UOS Network,"$13,081.42",$0.000923,$24,"14,167,840 UOS *",27.41%
Tourist Token,"$13,055.82",$0.000003,$2,"4,033,323,630 TOTO *",18.97%
KWHCoin,"$13,003.92",$0.000007,$?,"1,807,438,681 KWH *",-0.47%
Cyber Movie Chain,"$12,950.40",$6.48e-7,$0.012950,"20,000,000,000 CMCT *",-2.47%
Stakinglab,"$12,793.86",$0.031577,$681,"405,158 LABX *",-5.96%
ALAX,"$12,403.76",$0.000598,$?,"20,757,685 ALX *",0.00%
Blakecoin,"$12,303.32",$0.000462,$0.123312,"26,650,247 BLC",-16.82%
Titcoin,"$12,244.04",$0.000185,$2,"66,304,604 TIT",-0.27%
Stipend,"$12,158.86",$0.001055,$?,"11,521,178 SPD",0.00%
SkyHub Coin,"$12,144.30",$0.018875,"$33,861","643,413 SHB",19.69%
BoostCoin,"$12,041.02",$0.001016,$0.975858,"11,855,487 BOST",37.48%
Phonecoin,"$12,040.97",$0.000092,$0.358578,"130,409,847 PHON",0.52%
Bionic,"$11,998.69",$0.000022,"$2,875","536,244,233 BNC *",0.71%
Fantasy Sports,"$11,955.70",$0.002638,$0.595891,"4,532,031 DFS *",-59.38%
Bitcoin Adult,"$11,848.38",$0.000278,$0.028900,"42,615,819 BTAD *",0.17%
EnterCoin,"$11,828.18",$0.003601,$1,"3,284,750 ENTRC *",-0.40%
Dreamcoin,"$11,754.70",$0.004524,$2,"2,598,150 DRM *",8.36%
PostCoin,"$11,727.24",$0.000739,$?,"15,868,233 POST *",-0.12%
Ratecoin,"$11,687.60",$0.000095,$?,"122,449,162 XRA *",0.00%
ParkByte,"$11,641.03",$0.002444,$?,"4,764,026 PKB *",0.00%
Global Crypto Alliance,"$11,640.84",$0.000148,$87,"78,797,653 CALL *",-0.19%
Save Environment Token,"$11,355.41",$0.011818,$?,"960,882 SET *",0.00%
Bulleon,"$11,236.33",$0.010249,$3,"1,096,353 BUL *",-3.66%
NevaCoin,"$11,167.23",$0.002162,$?,"5,164,975 NEVA",0.00%
AceD,"$10,976.22",$0.000923,$175,"11,887,802 ACED *",-0.18%
Datacoin,"$10,944.78",$0.000276,$?,"39,712,849 DTC",-0.70%
Beacon,"$10,909.53",$0.020833,$57,"523,676 BECN *",13.61%
BitGuild PLAT,"$10,887.59",$0.000183,$3,"59,566,902 PLAT *",0.19%
Absolute,"$10,793.38",$0.000835,$?,"12,921,832 ABS",0.00%
Vivid Coin,"$10,687.35",$0.001388,$?,"7,697,539 VIVID",0.00%
Eva Cash,"$10,576.16",$0.011751,$108,"900,000 EVC *",-3.23%
X-Coin,"$10,476.48",$0.000846,$?,"12,384,976 XCO *",0.00%
wys Token,"$10,355.87",$0.000101,$?,"102,339,600 WYS *",0.00%
Open Trading Network,"$10,309.35",$0.005092,$?,"2,024,530 OTN *",0.11%
Magic Cube Coin,"$10,252.96",$0.000086,"$5,432","118,694,616 MCC *",0.91%
Provoco Token,"$9,993.17",$1.00e-8,$26,"999,375,710,075 VOCO *",-50.16%
TravelNote,"$9,941.05",$0.004617,$0.487087,"2,153,333 TVNT *",-0.18%
Carebit,"$9,892.77",$0.000065,$1,"153,062,525 CARE",132.91%
Signatum,"$9,888.68",$0.000092,$?,"107,972,766 SIGT *",0.00%
Onix,"$9,886.22",$0.000092,$2,"107,072,781 ONX",-0.15%
Digital Money Bits,"$9,803.23",$0.000092,$0.258880,"106,173,958 DMB",-0.17%
Fivebalance,"$9,686.39",$0.000017,$?,"565,241,486 FBN *",0.00%
ArbitrageCT,"$9,561.19",$0.000091,$?,"104,655,777 ARCT *",0.00%
ARAW,"$9,538.74",$0.000005,$42,"1,993,576,188 ARAW *",-15.20%
Desire,"$9,482.00",$0.000923,"$3,827","10,269,488 DSR",2.98%
SparksPay,"$9,354.36",$0.001154,$0.711463,"8,105,002 SPK",-7.94%
JavaScript Token,"$9,202.53",$0.001151,$?,"7,991,996 JS *",-0.40%
ICOBID,"$8,950.56",$0.000084,$?,"107,048,455 ICOB *",0.00%
Kora Network Token,"$8,853.94",$0.000026,$13,"335,625,000 KNT *",-0.47%
FUTURAX,"$8,659.49",$0.000003,"$5,865","3,406,412,461 FTXT *",5.92%
Phantomx,"$8,515.95",$0.000176,$28,"48,495,525 PNX",72.06%
CryptoFlow,"$8,496.94",$0.000092,$0.204875,"92,026,159 CFL",-1.78%
Spectiv,"$8,365.15",$0.000038,$130,"220,972,801 SIG *",1.21%
Nyerium,"$8,246.21",$0.000277,$0.170927,"29,770,228 NYEX *",-0.18%
FidexToken,"$8,233.45",$2.83e-7,$14,"29,128,335,553 FEX *",20.09%
Jupiter,"$8,203.84",$0.000603,$680,"13,600,388 JUP *",-17.64%
ARbit,"$8,123.88",$0.000750,$?,"10,830,050 ARB",0.00%
bitJob,"$8,093.92",$0.000092,$?,"87,816,093 STU *",-0.35%
CustomContractNetwork,"$7,815.56",$0.000005,$?,"1,620,841,876 CCN *",0.00%
Japan Content Token,"$7,733.45",$0.000026,$10,"293,150,782 JCT *",-86.97%
High Voltage,"$7,665.35",$0.005130,$?,"1,494,171 HVCO *",0.53%
Zayedcoin,"$7,647.67",$0.001225,$?,"6,243,840 ZYD",0.00%
BitMoney,"$7,617.16",$0.000092,$0.228579,"82,497,698 BIT",149.55%
Shivers,"$7,483.47",$0.000137,$?,"54,453,298 SHVR *",0.00%
Centurion,"$7,264.44",$0.000094,$?,"77,663,826 CNT",0.00%
1X2 COIN,"$7,256.90",$0.001422,$27,"5,103,634 1X2",19.15%
CCUniverse,"$7,243.54",$0.000019,"$51,783","373,577,441 UVU *",-0.19%
XOVBank,"$7,237.00",$0.000055,"$44,158","131,202,358 XOV *",4.06%
SpreadCoin,"$7,231.86",$0.000648,$?,"11,159,260 SPR",0.10%
BitCoal,"$7,063.38",$0.001570,$45,"4,500,000 COAL",4.61%
DNotes,"$6,801.14",$0.000050,$722,"135,043,262 NOTE",10.34%
TokenDesk,"$6,778.68",$0.000462,$7,"14,683,321 TDS *",-1.52%
P2P Global Network,"$6,688.93",$0.000153,$15,"43,579,999 P2PX *",1.11%
Dalecoin,"$6,647.89",$0.006648,$0.925072,"1,000,000 DALC *",-1.82%
Trexcoin,"$6,544.10",$0.000006,$73,"1,006,849,553 TREX",-29.74%
Bitcoin 21,"$6,094.73",$0.007685,$?,"793,108 XBTC21 *",0.10%
Peerguess,"$6,053.77",$0.000100,$0.100000,"60,537,668 GUESS *",3.47%
SongCoin,"$6,025.30",$0.000185,$?,"32,565,300 SONG",0.00%
MASTERNET,"$6,003.36",$0.000189,$210,"31,686,740 MASH *",-2.96%
Ragnarok,"$5,997.37",$0.000369,$10,"16,238,639 RAGNA",27.21%
Alpha Coin,"$5,902.50",$0.000189,$111,"31,188,676 APC *",-14.93%
EVOS,"$5,876.06",$0.000554,$9,"10,606,778 EVOS *",-25.14%
GINcoin,"$5,871.41",$0.000731,$0.587426,"8,026,998 GIN",-0.47%
Rupaya,"$5,724.96",$0.000355,$?,"16,132,310 RUPX *",0.00%
Crowdholding,"$5,703.25",$0.000028,$?,"204,836,469 YUP *",0.00%
Couchain,"$5,698.18",$4.32e-7,"$3,237","13,200,000,000 COU *",-5.70%
Luna Coin,"$5,672.08",$0.003324,$181,"1,706,429 LUNA",2.84%
Ccore,"$5,642.53",$0.003319,$4,"1,699,999 CCO *",-45.18%
Litecred,"$5,581.63",$0.000185,$?,"30,227,750 LTCR",0.00%
